bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,l1area,l2area,l3area,yearsstand,yearsrenovated
4,2.5,2170,6000,2,0,0,3,7,1630,540,47.5589,-122.365,1720,5668,8170,7388,2170,6,6
3,1,660,6600,1,0,0,4,5,660,0,47.4842,-122.33,1320,6600,7260,7920,660,75,75
3,1,960,8100,1,0,0,3,7,960,0,47.7763,-122.305,1080,8100,9060,9180,960,59,59
5,3,3110,4464,2,0,0,3,8,3110,0,47.7719,-122.168,2450,4221,7574,6671,3110,7,7
3,2.5,3380,7126,2,0,0,3,8,3380,0,47.6276,-122.122,1810,7308,10506,9118,3380,49,11
2,1.75,1315,2162,2,0,0,4,8,1315,0,47.752,-122.253,1640,2128,3477,3768,1315,41,41
4,2.25,2660,11200,2,0,0,4,8,2660,0,47.4722,-122.131,2090,11120,13860,13210,2660,42,42
3,2.5,3430,48993,2,0,0,3,9,3430,0,47.2609,-122.27,2460,36256,52423,38716,3430,13,13
4,2.5,2850,8526,2,0,0,3,9,2850,0,47.6747,-122.191,2440,7072,11376,9512,2850,17,17
3,3.25,1370,913,2,0,0,3,8,1100,270,47.5636,-122.388,1370,915,2283,2285,1370,8,8
3,1.75,1980,5100,1,0,0,3,7,1270,710,47.6911,-122.347,1400,5100,7080,6500,1980,49,49
3,1,1180,7068,1,0,0,3,6,1180,0,47.4947,-122.238,1180,7068,8248,8248,1180,71,71
4,2,1720,2410,1,0,0,3,7,970,750,47.5252,-122.361,1160,1404,4130,2564,1720,84,8
3,1,1370,7500,1,0,0,3,7,1370,0,47.6499,-121.915,1160,7500,8870,8660,1370,54,54
3,1.5,3430,264844,1,0,2,3,7,2230,1200,47.4476,-121.723,1660,145926,268274,147586,3430,26,26
3,2,2000,3207,1,0,0,4,7,1100,900,47.6561,-122.341,1460,3200,5207,4660,2000,98,98
4,1.75,2050,94525,1,0,0,4,7,1250,800,47.4492,-122.084,2270,47480,96575,49750,2050,55,55
3,1,940,19000,1,0,0,3,6,940,0,47.5828,-122.19,2280,19000,19940,21280,940,69,69
3,1.5,1090,7200,1,0,0,4,7,1090,0,47.5817,-122.241,2010,8982,8290,10992,1090,57,57
3,2.5,3040,5326,2,0,0,3,9,3040,0,47.4472,-122.207,3040,5442,8366,8482,3040,6,6
2,1.5,830,1325,2,0,0,3,7,830,0,47.5472,-122.384,1310,1485,2155,2795,830,9,9
4,3.5,4420,7902,2,0,0,3,10,3350,1070,47.5327,-121.86,3440,7851,12322,11291,4420,10,10
2,1.5,1670,6000,1,0,0,3,7,1090,580,47.6517,-122.374,1670,6000,7670,7670,1670,65,65
3,1,1250,21303,1,0,0,3,6,1250,0,47.6625,-122.059,1250,17920,22553,19170,1250,44,44
3,2.5,1880,7000,2,0,0,3,8,1880,0,47.4206,-122.184,1880,7000,8880,8880,1880,21,21
4,2.25,2240,5000,2,0,0,3,8,2240,0,47.6212,-122.058,1760,7500,7240,9260,2240,1,1
2,2,1540,5000,1,0,0,3,8,1540,0,47.319,-122.394,1590,5000,6540,6590,1540,29,29
4,4.5,6640,53330,2,0,0,3,12,6640,0,47.7283,-122.046,4620,68625,59970,73245,6640,21,21
3,2.5,1990,4978,2,0,0,3,8,1990,0,47.5323,-121.856,2650,6816,6968,9466,1990,10,10
2,0.75,1020,1350,2,0,0,3,7,1020,0,47.5944,-122.299,1020,2007,2370,3027,1020,5,5
4,1.75,1240,4532,1,0,0,4,7,1240,0,47.6892,-122.378,1260,4468,5772,5728,1240,70,70
4,2.5,2370,6557,2,0,0,3,9,2370,0,47.423,-122.155,2370,7378,8927,9748,2370,16,16
4,2,3090,87120,1,0,0,4,7,1590,1500,47.7275,-122.122,2560,88426,90210,90986,3090,40,40
3,2.5,1850,8770,2,0,0,3,8,1850,0,47.2091,-122.009,2350,8606,10620,10956,1850,18,18
3,1,1990,7173,1,0,0,3,7,1990,0,47.7116,-122.213,1320,7245,9163,8565,1990,42,42
3,2,1650,3952,2,0,0,3,7,1650,0,47.6727,-122.33,1210,4560,5602,5770,1650,64,64
4,2.5,2940,7590,2,0,0,3,9,2940,0,47.4341,-122.16,2550,8360,10530,10910,2940,23,23
3,1.5,1390,48257,1,0,0,3,6,1390,0,47.5603,-121.894,1440,45302,49647,46742,1390,92,1
5,2.75,2980,13482,1,0,0,4,8,1730,1250,47.3774,-122.16,2900,14800,16462,17700,2980,40,40
3,2,1390,8250,1,0,0,3,7,1390,0,47.3707,-122.094,1390,7875,9640,9265,1390,27,27
3,1.75,2010,8065,1,0,0,4,7,1090,920,47.4171,-122.202,1560,8065,10075,9625,2010,31,31
5,3,2540,11422,1,0,0,3,8,1270,1270,47.5459,-122.176,2090,10741,13962,12831,2540,53,1
1,1,560,5700,1,0,0,3,5,560,0,47.511,-122.359,1120,5000,6260,6120,560,67,67
4,2,1580,9581,1,0,0,3,7,1580,0,47.692,-122.165,1580,10552,11161,12132,1580,61,61
3,2.5,1920,144619,1,0,0,3,8,1920,0,47.2683,-121.946,2010,48787,146539,50797,1920,1,1
3,1.75,1330,9917,1,0,0,3,7,1040,290,47.4478,-122.161,1330,9081,11247,10411,1330,34,34
3,2.5,2480,7480,2,0,0,3,9,2480,0,47.771,-122.166,2480,7480,9960,9960,2480,22,22
3,2,1640,7201,1,0,0,3,8,1640,0,47.7216,-122.289,1750,7201,8841,8951,1640,66,66
4,1.75,1660,10757,1,0,0,3,7,1000,660,47.5071,-122.194,1880,8319,12417,10199,1660,35,35
3,1.5,1270,1443,3,0,0,3,8,1270,0,47.699,-122.317,1270,1413,2713,2683,1270,7,7
4,2.5,3330,7399,2,0,0,3,9,3330,0,47.679,-122.153,2640,8601,10729,11241,3330,5,5
4,1.75,1730,8320,1,0,0,3,7,1230,500,47.327,-122.361,1840,9800,10050,11640,1730,37,37
2,1.5,1280,11071,1,0,0,3,7,850,430,47.6351,-122.033,1280,10879,12351,12159,1280,31,31
4,2.25,2320,13114,2,0,0,5,8,2320,0,47.5762,-122.239,2740,15000,15434,17740,2320,48,48
2,1.75,1710,4234,2,0,0,3,7,1330,380,47.5319,-122.386,1530,4556,5944,6086,1710,94,35
2,2.5,1650,2710,2,0,2,3,8,1650,0,47.5173,-121.878,1760,2992,4360,4752,1650,6,6
3,2.5,1880,6818,2,0,0,3,8,1880,0,47.4206,-122.183,1970,7000,8698,8970,1880,21,21
3,1,1430,8640,1,0,0,5,7,1430,0,47.572,-122.147,1430,9840,10070,11270,1430,61,61
4,2,1440,4855,2,0,0,4,7,1440,0,47.5717,-122.287,1300,4080,6295,5380,1440,42,42
4,1,1170,5400,1,0,0,5,6,1170,0,47.492,-122.172,1100,5400,6570,6500,1170,61,61
4,1.5,2470,6000,1,0,0,3,7,1480,990,47.6365,-122.391,2140,4000,8470,6140,2470,75,75
4,2.25,2230,7200,1,0,0,4,7,1300,930,47.7648,-122.33,2010,7752,9430,9762,2230,51,51
4,2.25,1990,7610,1,0,0,4,8,1290,700,47.6236,-122.103,1820,8198,9600,10018,1990,48,48
3,2.5,3100,45738,2,0,0,3,10,3100,0,47.6854,-122.048,3340,45738,48838,49078,3100,24,24
3,2.5,2150,9266,2,0,0,3,8,2150,0,47.7445,-122.248,2150,12550,11416,14700,2150,26,26
4,1,1460,3840,1,0,0,3,8,1340,120,47.533,-122.347,990,4200,5300,5190,1460,87,87
3,1.5,1100,1751,2,0,0,3,8,940,160,47.5927,-122.306,1380,1751,2851,3131,1100,7,7
3,1,1590,7759,2,0,0,4,7,1590,0,47.5217,-121.819,1600,7200,9349,8800,1590,103,31
2,2.25,1061,2884,2,0,0,3,7,1061,0,47.346,-122.218,1481,2887,3945,4368,1061,2,2
4,2.5,2750,15099,2,0,0,3,8,2750,0,47.7298,-121.972,2500,14564,17849,17064,2750,21,21
4,2.75,2790,6600,2,0,0,3,9,2790,0,47.4362,-122.109,2900,6752,9390,9652,2790,14,14
3,2.25,2650,12845,1,0,3,3,9,1770,880,47.7209,-122.256,2650,12902,15495,15552,2650,37,37
2,2,930,1662,1,0,0,3,7,670,260,47.6518,-122.4,1780,2343,2592,4123,930,13,13
3,1,1480,7374,1,0,0,3,6,760,720,47.7775,-122.336,1480,8934,8854,10414,1480,61,61
4,2.5,2700,9700,1,0,0,3,8,1670,1030,47.7752,-122.198,2470,9228,12400,11698,2700,37,37
3,2.5,2600,4506,2,0,0,3,8,2600,0,47.7353,-122.222,2600,4658,7106,7258,2600,11,11
4,2.5,2300,6448,2,0,0,3,8,2300,0,47.3813,-122.204,1860,5872,8748,7732,2300,13,13
3,1.5,1590,7260,1,0,0,3,7,1080,510,47.7753,-122.353,1590,7594,8850,9184,1590,50,50
3,2.25,1381,1180,3,0,0,3,8,1381,0,47.711,-122.32,1381,1180,2561,2561,1381,7,7
3,1.75,1270,10790,1,0,0,3,7,1270,0,47.6647,-122.177,1270,10790,12060,12060,1270,58,58
3,2.5,2040,7580,2,0,2,3,8,2040,0,47.2618,-122.209,1960,7820,9620,9780,2040,17,17
4,2,2050,8750,1,0,0,3,7,1300,750,47.4324,-122.171,2050,8750,10800,10800,2050,47,47
2,0.75,850,7710,1,0,2,5,6,550,300,47.5588,-122.301,2500,6022,8560,8522,850,105,105
3,2.5,1700,6698,2,0,0,3,7,1700,0,47.3826,-122.028,2190,7346,8398,9536,1700,17,17
3,1,1310,9529,1,0,0,3,7,1310,0,47.4105,-122.295,1330,9529,10839,10859,1310,59,59
3,2.5,2410,7225,2,0,0,3,8,2410,0,47.7211,-122.31,1940,8347,9635,10287,2410,24,24
3,2.25,1860,4000,1,0,0,5,7,1020,840,47.5539,-122.267,1180,4000,5860,5180,1860,94,94
4,2.5,1990,9656,2,0,0,3,7,1990,0,47.3125,-121.998,1500,9656,11646,11156,1990,20,20
3,1,1200,9322,1,0,0,4,7,1200,0,47.3749,-122.225,1540,9677,10522,11217,1200,60,60
5,2,1820,5054,1,0,0,4,7,910,910,47.5547,-122.299,1180,5628,6874,6808,1820,45,45
4,2.5,2690,6099,2,0,0,3,9,2690,0,47.3314,-122.171,2520,6168,8789,8688,2690,16,16
3,1.75,1900,43700,1,0,0,4,6,1900,0,47.7265,-122.136,2070,43995,45600,46065,1900,95,95
3,2,2040,13125,1,0,0,3,6,810,1230,47.478,-122.278,1460,10582,15165,12042,2040,104,104
4,3.5,3500,9525,2,0,0,3,10,3500,0,47.5641,-122.221,2630,9525,13025,12155,3500,15,15
4,2.5,2570,4557,2,0,0,3,7,2570,0,47.367,-122.115,2200,4500,7127,6700,2570,6,6
4,1.75,2660,3520,2,0,0,4,8,2080,580,47.6743,-122.308,2100,4080,6180,6180,2660,97,97
2,1.75,2770,19700,2,0,0,3,8,1780,990,47.7581,-122.365,2360,9700,22470,12060,2770,31,31
3,2.5,3420,8700,1,0,0,3,9,2890,530,47.6352,-122.29,3370,8700,12120,12070,3420,64,64
2,1.5,1160,2158,2,0,0,3,7,1160,0,47.7178,-122.19,1150,2158,3318,3308,1160,32,32
3,1,920,3532,1,0,0,3,6,920,0,47.5539,-122.268,1250,4000,4452,5250,920,104,104
4,3,3260,4500,2,0,0,3,9,2300,960,47.6314,-122.353,2410,4995,7760,7405,3260,84,0
4,2.25,2550,7800,1,0,0,3,8,1580,970,47.6283,-122.095,2420,8050,10350,10470,2550,47,47
3,1.75,1720,4080,1,0,0,4,7,960,760,47.5747,-122.287,1660,4080,5800,5740,1720,90,90
3,1,1060,12000,1,0,0,3,7,1060,0,47.7703,-122.35,1550,10500,13060,12050,1060,63,63
5,2.5,2890,5110,2,0,2,3,9,2890,0,47.5453,-121.995,3010,5110,8000,8120,2890,11,11
4,2.5,1910,10221,2,0,0,3,8,1910,0,47.381,-122.035,2210,8705,12131,10915,1910,20,20
4,2,1560,3840,1,0,0,4,6,960,600,47.6882,-122.365,1560,4800,5400,6360,1560,90,90
2,1,1020,13647,1,0,0,5,6,1020,0,47.2848,-121.927,980,8250,14667,9230,1020,100,41
4,3.25,2740,5339,2,0,0,3,9,2740,0,47.6706,-122.356,1770,4820,8079,6590,2740,11,11
3,1,1000,9450,1,0,0,3,6,1000,0,47.4562,-122.193,1300,13500,10450,14800,1000,53,53
3,2.5,1630,7586,2,0,0,3,8,1630,0,47.5689,-122.023,2090,7330,9216,9420,1630,28,28
4,3.25,2330,9687,2,0,3,3,9,2330,0,47.6264,-122.283,3880,9017,12017,12897,2330,96,96
2,1.75,1950,10766,1,0,3,4,6,1160,790,47.4504,-122.377,1780,11721,12716,13501,1950,62,62
4,1.5,1200,11163,1,0,0,4,6,1200,0,47.3024,-122.106,1200,11163,12363,12363,1200,45,45
3,1.75,2590,32380,1,0,0,3,8,2590,0,47.7539,-122.37,2340,28456,34970,30796,2590,63,20
3,1.5,960,7400,1,0,0,3,7,960,0,47.3798,-122.306,1640,8060,8360,9700,960,53,53
3,1,1400,9000,1,0,0,5,7,1400,0,47.5022,-122.145,1440,8400,10400,9840,1400,55,55
4,2,1960,4520,1,0,0,3,8,960,1000,47.58,-122.405,1680,4520,6480,6200,1960,92,13
5,2,1220,4200,1,0,0,4,6,1090,130,47.6677,-122.321,1790,4200,5420,5990,1220,93,93
4,2.75,2600,19275,1,0,0,3,8,1620,980,47.5523,-122.162,2230,10119,21875,12349,2600,36,36
4,4.5,4225,284011,2,0,0,4,11,4225,0,47.6118,-122.024,2870,14576,288236,17446,4225,29,29
3,2.25,1400,2421,2,0,0,3,9,1400,0,47.695,-122.169,1500,2743,3821,4243,1400,10,10
4,2.5,3420,6845,2,0,0,3,9,3420,0,47.6777,-122.156,2800,5715,10265,8515,3420,6,6
3,2.25,1910,8390,1,0,0,3,7,1910,0,47.73,-122.216,2410,8390,10300,10800,1910,36,36
5,3.25,3970,8029,2,0,2,3,9,2970,1000,47.7764,-122.385,2520,8214,11999,10734,3970,35,35
3,2.5,2680,5539,2,0,0,3,8,2680,0,47.4761,-121.734,2990,6037,8219,9027,2680,1,1
4,2.5,2560,5672,2,0,1,3,8,2560,0,47.5222,-122.201,2190,6788,8232,8978,2560,9,9
3,1,1040,8128,1,0,0,3,6,1040,0,47.7425,-121.981,1520,7500,9168,9020,1040,31,31
4,2.5,2580,3909,2,0,0,3,8,2580,0,47.6852,-122.21,1820,5772,6489,7592,2580,1,1
4,2.25,2380,16236,1,0,0,3,7,1540,840,47.6126,-122.12,2230,8925,18616,11155,2380,53,53
2,1.75,1360,10000,1,0,0,3,6,1360,0,47.7421,-121.982,1430,10000,11360,11430,1360,58,26
5,2.5,2260,7040,2,0,0,3,8,2260,0,47.352,-122.038,2180,6910,9300,9090,2260,16,16
4,2.75,3270,50994,2,0,0,4,8,2720,550,47.347,-122.087,2780,36036,54264,38816,3270,31,31
4,2,1780,5336,1,0,0,5,6,930,850,47.5094,-122.263,1910,10304,7116,12214,1780,96,96
4,2.5,2210,7214,2,0,0,3,8,2210,0,47.3554,-122.298,2270,7246,9424,9516,2210,11,11
3,1.75,2130,8742,1,0,3,3,7,1330,800,47.5057,-122.231,2380,7448,10872,9828,2130,59,59
4,2,2180,10575,1,0,0,2,6,1730,450,47.589,-122.177,2180,12010,12755,14190,2180,64,64
3,2.5,2283,3996,2,0,0,3,8,2283,0,47.4221,-122.192,1760,3992,6279,5752,2283,7,7
3,2.5,2280,10255,2,0,0,4,8,2280,0,47.4334,-122.161,2310,10094,12535,12404,2280,30,30
3,2.5,1660,1692,3,0,0,3,7,1610,50,47.6801,-122.322,1210,1230,3352,2440,1660,10,10
3,2.5,2390,15669,2,0,0,3,9,2390,0,47.7446,-122.193,2640,12500,18059,15140,2390,24,24
3,1,1350,14212,1,0,0,4,6,1350,0,47.6606,-122.06,1520,14404,15562,15924,1350,33,33
4,2.5,2800,72309,2,0,0,3,9,2800,0,47.7432,-122.112,2280,36420,75109,38700,2800,23,23
3,2.5,2370,16455,1,0,0,5,7,1640,730,47.7634,-122.277,2170,15551,18825,17721,2370,55,55
4,1.75,1230,7890,1,0,1,4,7,1090,140,47.5808,-122.189,2380,13176,9120,15556,1230,64,64
3,3.5,2320,3174,2,0,0,3,9,2060,260,47.6897,-122.175,2320,3187,5494,5507,2320,17,17
4,2.5,3216,5902,2,0,0,3,9,3216,0,47.3425,-122.179,2815,4916,9118,7731,3216,0,0
3,1,1200,7727,1,0,0,4,7,1200,0,47.2021,-121.999,1300,7718,8927,9018,1200,56,56
3,2.5,1560,4100,2,0,0,3,7,1560,0,47.4733,-122.189,1660,4400,5660,6060,1560,30,30
4,2.5,2155,8140,2,0,0,3,8,2155,0,47.4204,-122.201,2155,7245,10295,9400,2155,19,19
4,1.75,1510,9176,1,0,0,5,7,1510,0,47.7651,-122.339,1480,9176,10686,10656,1510,57,57
4,3.5,4140,13392,2,0,0,3,11,4140,0,47.5261,-122.144,4140,11529,17532,15669,4140,14,14
4,1.5,1580,10260,1,0,0,4,7,1030,550,47.5984,-122.147,1520,7000,11840,8520,1580,60,60
4,3,4040,19700,2,0,0,3,11,4040,0,47.7205,-122.127,3930,21887,23740,25817,4040,27,27
4,3,2580,7299,2,0,0,3,8,2580,0,47.4646,-122.15,2250,6165,9879,8415,2580,16,16
6,2,1900,8240,1,0,0,2,7,1200,700,47.7037,-122.296,1900,8240,10140,10140,1900,50,50
4,3.25,4430,21000,2,0,0,3,10,4430,0,47.6398,-122.237,3930,20000,25430,23930,4430,62,7
5,2.5,3150,50094,2,0,0,4,9,3150,0,47.6387,-122.177,3600,48787,53244,52387,3150,46,46
3,1,1620,4774,1,0,0,3,7,1620,0,47.659,-122.339,1880,4560,6394,6440,1620,94,94
2,1.5,1840,3825,1,0,0,3,8,1040,800,47.6808,-122.38,1290,5100,5665,6390,1840,86,86
3,3.25,3410,25741,2,0,0,4,8,3410,0,47.6929,-121.868,1660,25865,29151,27525,3410,21,21
2,1.75,1250,7680,1,0,0,3,7,1250,0,47.5242,-122.371,1250,7680,8930,8930,1250,92,46
3,1.75,1600,4888,1,0,0,3,6,1600,0,47.383,-122.097,2520,5700,6488,8220,1600,1,1
3,1.75,1880,9360,1,0,0,4,7,940,940,47.7131,-122.283,1390,7200,11240,8590,1880,73,73
2,1.75,860,5535,1,0,0,3,7,860,0,47.6901,-122.331,1420,4960,6395,6380,860,66,66
4,3.5,5490,14300,1,0,4,3,12,2910,2580,47.5511,-122.114,4290,13822,19790,18112,5490,18,18
3,2.25,2070,2833,2,0,2,3,8,1490,580,47.5543,-122.398,1940,3794,4903,5734,2070,48,48
3,2.5,1830,6162,2,0,0,3,8,1830,0,47.3291,-122.17,1860,7017,7992,8877,1830,21,21
3,1.75,1450,8378,1,0,0,4,8,1450,0,47.3093,-122.385,1860,8496,9828,10356,1450,36,36
3,1.75,1440,8560,1,0,0,4,7,1440,0,47.7296,-122.232,1460,7560,10000,9020,1440,36,36
3,1.75,1470,4000,1,0,0,3,7,1070,400,47.6067,-122.298,1280,3500,5470,4780,1470,35,35
4,2.5,2038,7643,2,0,0,3,8,2038,0,47.3296,-122.18,2634,6824,9681,9458,2038,3,3
4,3.5,4410,36200,2,0,0,3,11,4410,0,47.5487,-122.126,4760,35860,40610,40620,4410,25,25
3,2,2350,5700,1,0,0,4,8,1810,540,47.639,-122.31,2170,6000,8050,8170,2350,75,75
3,2.25,1940,9560,2,0,0,3,7,1940,0,47.2998,-122.387,1800,9560,11500,11360,1940,25,25
4,2.5,3010,11393,2,0,0,3,8,3010,0,47.7389,-122.221,2810,11282,14403,14092,3010,10,10
3,2.5,1500,9636,2,0,0,3,7,1500,0,47.75,-122.176,1700,9656,11136,11356,1500,20,20
4,1.75,2290,36900,1,0,2,5,7,1690,600,47.2034,-122.003,2170,12434,39190,14604,2290,77,77
2,1,1100,3975,1,0,0,3,7,900,200,47.6701,-122.286,1110,4280,5075,5390,1100,65,65
4,3,2580,5511,2,0,0,3,8,2580,0,47.4286,-122.185,2010,5600,8091,7610,2580,15,15
3,1.75,2650,11774,1,0,1,3,8,2240,410,47.4909,-122.363,2650,10120,14424,12770,2650,63,63
3,1,1180,7210,1,0,0,4,7,1180,0,47.7267,-122.241,1700,7210,8390,8910,1180,51,51
5,2,2270,2400,2,0,0,3,7,2270,0,47.6051,-122.319,1320,2400,4670,3720,2270,109,109
3,1.5,1310,7236,1,0,0,4,7,1170,140,47.6944,-122.333,1680,8431,8546,10111,1310,86,86
3,2.25,1780,16290,2,0,0,4,8,1780,0,47.4622,-122.127,1780,8810,18070,10590,1780,27,27
3,2.25,1370,1524,3,0,0,3,8,1370,0,47.6982,-122.347,1370,1418,2894,2788,1370,9,9
3,1,990,10752,1,0,0,4,7,990,0,47.7648,-122.35,1820,7600,11742,9420,990,85,85
3,2.5,1600,4271,2,0,0,3,7,1600,0,47.3303,-122.269,1700,4746,5871,6446,1600,14,14
3,3.25,1630,1677,3,0,0,3,8,1630,0,47.7048,-122.353,1220,1677,3307,2897,1630,7,7
3,1.75,1480,6120,1,0,0,3,7,1480,0,47.6858,-122.295,1480,6120,7600,7600,1480,69,69
4,2.25,2400,8592,2,0,0,3,8,2400,0,47.4383,-122.193,2180,8100,10992,10280,2400,37,37
3,1,1200,9527,1,0,0,3,7,1200,0,47.5112,-122.316,1510,9457,10727,10967,1200,55,55
4,2.75,2100,7236,1,0,0,3,8,1400,700,47.7267,-122.232,1900,7519,9336,9419,2100,35,35
3,1,1410,9704,1,0,0,3,8,1140,270,47.6203,-122.036,1910,13639,11114,15549,1410,32,32
3,2.5,2490,8582,2,0,0,3,9,2490,0,47.625,-122.042,2870,7598,11072,10468,2490,15,15
4,2,1590,942,3,0,0,3,7,1590,0,47.54,-122.026,1390,942,2532,2332,1590,7,7
2,1,970,12500,1,0,0,3,6,970,0,47.5102,-122.33,1280,6250,13470,7530,970,74,74
3,3.5,3650,103672,1,0,0,3,10,2050,1600,47.4002,-122.217,2550,16140,107322,18690,3650,4,4
5,3.75,3870,8225,2,0,0,3,10,3870,0,47.6078,-122.01,3600,9361,12095,12961,3870,16,16
3,2.5,2270,4488,2,0,0,3,7,2270,0,47.5329,-121.879,2360,4427,6758,6787,2270,15,15
1,1,720,6000,1,0,0,3,6,720,0,47.5266,-122.316,1040,6000,6720,7040,720,74,74
3,1.5,1510,344124,1,0,2,4,7,1510,0,47.2156,-122.029,1750,169884,345634,171634,1510,50,50
3,1.75,1240,4550,1,0,0,4,7,1240,0,47.5803,-122.398,2110,5700,5790,7810,1240,64,64
3,2.5,2380,3332,2,0,0,3,9,2380,0,47.7194,-122.199,2590,4382,5712,6972,2380,1,1
4,2.5,3770,35081,2,0,0,3,10,3770,0,47.6908,-122.051,4000,35492,38851,39492,3770,25,25
4,2.25,2430,7490,2,0,0,3,8,2430,0,47.4406,-122.139,2070,7469,9920,9539,2430,31,31
2,1.5,1030,2850,2,0,0,3,7,1030,0,47.3845,-122.039,1030,3000,3880,4030,1030,20,20
2,2.5,1290,1445,3,0,0,3,8,1290,0,47.6955,-122.376,1470,1503,2735,2973,1290,15,15
4,2.5,2770,21806,2,0,0,3,9,2770,0,47.4815,-121.768,2500,21656,24576,24156,2770,23,23
3,1,1010,9678,1,0,0,5,7,1010,0,47.4396,-122.285,1010,9375,10688,10385,1010,59,59
4,2.5,2650,6240,2,0,0,3,8,2650,0,47.6885,-122.021,2640,6524,8890,9164,2650,1,1
3,2.5,1714,3240,2,0,0,3,8,1714,0,47.4288,-122.19,1714,3240,4954,4954,1714,10,10
3,1,1300,7975,1,0,0,4,7,1300,0,47.611,-122.122,1570,9075,9275,10645,1300,56,56
3,2.75,3180,3680,2,0,0,4,9,2190,990,47.577,-122.38,2000,3680,6860,5680,3180,97,97
2,1,1030,8576,1,0,0,5,6,1030,0,47.7352,-122.295,1310,8504,9606,9814,1030,62,62
4,1.75,1900,22896,1,0,0,3,7,1360,540,47.3102,-122.023,1300,8960,24796,10260,1900,92,24
3,1.75,1260,3604,1,0,0,3,7,1260,0,47.3612,-122.103,1430,3767,4864,5197,1260,3,3
4,2.5,2070,5415,2,0,0,3,8,2070,0,47.5706,-122.006,2120,5331,7485,7451,2070,18,18
4,2.5,2060,6958,1,0,0,3,7,1220,840,47.7251,-122.168,1760,7350,9018,9110,2060,41,41
2,1,1240,8100,1,0,2,3,7,1240,0,47.7326,-122.288,2790,8100,9340,10890,1240,89,89
4,2.25,1860,7000,1,0,0,3,8,1120,740,47.3127,-122.339,1990,8937,8860,10927,1860,35,35
2,1,900,7620,1,0,0,3,7,900,0,47.5268,-122.343,1520,7620,8520,9140,900,44,44
3,2.25,1760,5421,2,0,0,3,7,1760,0,47.3484,-122.037,1570,6000,7181,7570,1760,23,23
3,1,1600,7324,1,0,0,4,7,1600,0,47.5054,-122.19,1430,7249,8924,8679,1600,56,56
3,2.25,1640,14374,1,0,0,4,7,1140,500,47.4476,-122.332,2020,10500,16014,12520,1640,51,51
4,3,2250,7245,1,0,0,4,7,1250,1000,47.6045,-122.169,1960,7245,9495,9205,2250,52,52
2,1,950,4800,1,0,0,3,6,950,0,47.5864,-122.301,1420,5400,5750,6820,950,74,74
2,2,1120,1039,2,0,0,3,7,840,280,47.5788,-122.315,1130,5400,2159,6530,1120,8,8
5,3.5,3672,9742,2,0,0,3,9,3006,666,47.3255,-122.192,2140,9118,13414,11258,3672,8,8
2,2,1130,5500,1,0,0,4,6,1130,0,47.3839,-122.225,1320,6600,6630,7920,1130,74,74
3,1.75,1820,32666,1,0,0,4,7,1820,0,47.1803,-121.974,2050,43560,34486,45610,1820,48,48
2,1,750,6439,1,0,0,4,6,750,0,47.6995,-122.354,1470,6374,7189,7844,750,80,80
4,2,2130,2620,1,0,0,5,7,1650,480,47.6515,-122.346,1330,2719,4750,4049,2130,95,95
3,2.5,2420,11953,1,0,0,3,9,2420,0,47.6285,-122.054,2420,12215,14373,14635,2420,24,24
3,1.75,1780,120661,1,0,0,4,6,1780,0,47.7731,-121.897,1440,25000,122441,26440,1780,35,35
3,1.75,1040,5097,1,0,0,4,7,800,240,47.6385,-122.401,1630,5097,6137,6727,1040,70,70
4,2.75,2210,3400,1,0,0,5,7,1470,740,47.6826,-122.311,1500,3400,5610,4900,2210,88,88
3,2.5,2470,10321,2,0,0,3,9,2470,0,47.6694,-122.141,2450,8440,12791,10890,2470,26,26
2,1,1060,1600,2,0,0,3,7,1060,0,47.5888,-122.294,1360,3360,2660,4720,1060,35,35
3,1.75,2520,4534,1,0,0,5,9,1460,1060,47.6381,-122.401,1870,5023,7054,6893,2520,60,60
3,1,1200,6825,1,0,0,3,7,1200,0,47.7491,-122.353,1470,8100,8025,9570,1200,61,2
5,3,3070,5252,2,0,0,3,8,3070,0,47.3666,-122.128,2760,5203,8322,7963,3070,9,9
2,1,1260,4000,1,0,0,3,7,1000,260,47.6898,-122.384,1780,4000,5260,5780,1260,74,74
1,2,1240,4800,2,0,0,3,6,1240,0,47.4778,-122.211,1030,4800,6040,5830,1240,104,104
3,1.75,1850,15170,1,0,0,3,7,1850,0,47.4991,-121.774,1160,14175,17020,15335,1850,49,49
3,2,1200,9566,1,0,0,3,7,1200,0,47.2649,-122.252,1590,9518,10766,11108,1200,19,19
3,1.75,1950,17400,1,0,0,3,7,1210,740,47.7424,-122.091,1900,17250,19350,19150,1950,39,39
5,3.5,3990,10120,2,0,0,3,9,2820,1170,47.741,-122.208,2750,9622,14110,12372,3990,24,24
4,1.75,2250,10108,1,0,0,4,8,2250,0,47.5922,-122.118,2050,9750,12358,11800,2250,47,47
3,1.75,1190,7280,1,0,0,4,7,1190,0,47.3151,-122.19,1250,7800,8470,9050,1190,46,46
5,3.25,4050,35600,2,0,0,3,12,4050,0,47.5465,-122.122,4770,33880,39650,38650,4050,24,24
2,3,2330,3600,2,0,0,5,10,1870,460,47.6316,-122.282,2950,7200,5930,10150,2330,87,35
